OFFENSE_LATITUDE,OFFENSE_LONGITUDE,CATEGORY,Total_Occurrences,Weighted_Crime_Score
38.877,-77.004,Damage to Property,1,1
38.877,-77.004,Disorderly Conduct,1,1
38.877,-77.004,Narcotics,1,5
38.877,-77.004,Offenses Against Family & Children,2,2
38.877,-77.004,Other Crimes,8,8
38.877,-77.004,Property Crimes,1,1
38.877,-77.004,Release Violations,1,1
38.877,-77.004,Release Violations/Fugitive,1,1
38.877,-77.004,Sex Offenses,1,10
38.877,-77.004,Simple Assault,2,2
38.877,-77.004,Theft,89,89
38.877,-77.003,Burglary,2,12
38.877,-77.003,Property Crimes,1,1
38.877,-77.003,Release Violations/Fugitive,1,1
38.877,-77.003,Simple Assault,7,7
38.877,-77.003,Traffic Violations,2,4
38.877,-77.003,Weapon Violations,2,2
38.877,-77.002,Aggravated Assault,1,1
38.877,-77.002,Arson,1,1
38.877,-77.002,Damage to Property,2,2
38.877,-77.002,Homicide,1,8
38.877,-77.002,Narcotics,2,10
38.877,-77.002,Offenses Against Family & Children,2,2
38.877,-77.002,Other Crimes,4,4
38.877,-77.002,Release Violations/Fugitive (Warr),1,1
38.877,-77.002,Robbery,2,14
38.877,-77.002,Simple Assault,21,21
38.877,-77.002,Theft,1,1
38.877,-77.002,Theft from Auto,1,1
38.877,-77.002,Weapon Violations,1,1
38.877,-77.001,Assault with a Dangerous Weapon,1,8
38.877,-77.001,Liquor Law Violations,1,1
38.877,-77.001,Release Violations,1,1
38.877,-77.001,Simple Assault,9,9
38.877,-77.001,Traffic Violations,4,8
38.877,-77,Assault on a Police Officer,1,1
38.877,-77,Assault with a Dangerous Weapon,3,24
38.877,-77,Damage to Property,1,1
38.877,-77,Liquor Law Violations,1,1
38.877,-77,Motor Vehicle Theft,3,3
38.877,-77,Narcotics,1,5
38.877,-77,Offenses Against Family & Children,1,1
38.877,-77,Other Crimes,6,6
38.877,-77,Release Violations/Fugitive,1,1
38.877,-77,Sex Offenses,1,10
38.877,-77,Simple Assault,14,14
38.877,-77,Traffic Violations,5,10
38.877,-77,Weapon Violations,1,1
38.877,-76.999,Offenses Against Family & Children,1,1
38.877,-76.999,Simple Assault,3,3
38.877,-76.999,Traffic Violations,2,4
38.877,-76.999,Weapon Violations,1,1
38.877,-76.997,Assault on a Police Officer,1,1
38.877,-76.997,Damage to Property,2,2
38.877,-76.997,Offenses Against Family & Children,2,2
38.877,-76.997,Property Crimes,2,2
38.877,-76.997,Release Violations/Fugitive,2,2
38.877,-76.997,Release Violations/Fugitive (Warr),3,3
38.877,-76.997,Simple Assault,18,18
38.877,-76.997,Traffic Violations,1,2
38.877,-76.996,Driving/Boating While Intoxicated,2,2
38.877,-76.996,Release Violations/Fugitive,1,1
38.877,-76.996,Simple Assault,1,1
38.877,-76.996,Traffic Violations,4,8
38.877,-76.995,Burglary,1,6
38.877,-76.995,Damage to Property,1,1
38.877,-76.995,Property Crimes,1,1
38.877,-76.995,Release Violations,1,1
38.877,-76.995,Simple Assault,2,2
38.877,-76.995,Theft,1,1
38.877,-76.995,Traffic Violations,2,4
38.877,-76.994,Burglary,2,12
38.877,-76.994,Driving/Boating While Intoxicated,1,1
38.877,-76.994,Fraud and Financial Crimes,1,1
38.877,-76.994,Motor Vehicle Theft,1,1
38.877,-76.994,Other Crimes,1,1
38.877,-76.994,Property Crimes,1,1
38.877,-76.994,Simple Assault,4,4
38.877,-76.994,Theft,1,1
38.877,-76.993,Damage to Property,1,1
38.877,-76.993,Disorderly Conduct,1,1
38.877,-76.993,Driving/Boating While Intoxicated,1,1
38.877,-76.993,Liquor Law Violations,1,1
38.877,-76.993,Other Crimes,2,2
38.877,-76.993,Release Violations/Fugitive,1,1
38.877,-76.993,Release Violations/Fugitive (Warr),2,2
38.877,-76.993,Simple Assault,3,3
38.877,-76.993,Theft from Auto,1,1
38.877,-76.993,Traffic Violations,7,14
38.877,-76.992,Driving/Boating While Intoxicated,3,3
38.877,-76.992,Liquor Law Violations,1,1
38.877,-76.992,Narcotics,1,5
38.877,-76.992,Property Crimes,1,1
38.877,-76.992,Release Violations,1,1
38.877,-76.992,Release Violations/Fugitive,1,1
38.877,-76.992,Robbery,1,7
38.877,-76.992,Simple Assault,1,1
38.877,-76.992,Traffic Violations,3,6
38.877,-76.992,Weapon Violations,1,1
38.877,-76.985,Release Violations,1,1
38.877,-76.984,Traffic Violations,1,2
38.877,-76.983,Driving/Boating While Intoxicated,2,2
38.877,-76.983,Other Crimes,1,1
38.877,-76.983,Robbery,2,14
38.877,-76.978,Driving/Boating While Intoxicated,4,4
38.877,-76.978,Simple Assault,2,2
38.877,-76.978,Traffic Violations,2,4
38.877,-76.968,Assault with a Dangerous Weapon,1,8
38.877,-76.968,Homicide,1,8
38.877,-76.968,Liquor Law Violations,2,2
38.877,-76.968,Release Violations/Fugitive,2,2
38.877,-76.968,Simple Assault,8,8
38.877,-76.968,Weapon Violations,1,1
38.877,-76.967,Assault with a Dangerous Weapon,2,16
38.877,-76.967,Burglary,1,6
38.877,-76.967,Damage to Property,1,1
38.877,-76.967,Liquor Law Violations,1,1
38.877,-76.967,Narcotics,1,5
38.877,-76.967,Offenses Against Family & Children,1,1
38.877,-76.967,Other Crimes,1,1
38.877,-76.967,Property Crimes,1,1
38.877,-76.967,Release Violations,2,2
38.877,-76.967,Release Violations/Fugitive,1,1
